"","year","selling_price","km_driven","fuel","seller_type","transmission","owner"
"6871",2013,160000,70000,"Petrol","Individual","Manual","Second Owner"
"6872",2015,229999,60000,"Petrol","Individual","Manual","Second Owner"
"6873",2007,85000,120000,"Petrol","Individual","Manual","Third Owner"
"6874",2018,300000,7000,"Petrol","Individual","Manual","First Owner"
"6875",2014,675000,120000,"Diesel","Individual","Manual","First Owner"
"6876",2014,700000,145241,"Diesel","Individual","Manual","First Owner"
"6877",2008,400000,110000,"Diesel","Individual","Manual","First Owner"
"6878",2016,254999,30000,"Petrol","Individual","Manual","Third Owner"
"6879",2015,1050000,80000,"Diesel","Individual","Manual","Second Owner"
"6880",2013,390000,100000,"Diesel","Individual","Manual","First Owner"
"6881",2015,450000,80000,"Diesel","Individual","Manual","First Owner"
"6882",2016,1630000,40000,"Diesel","Individual","Automatic","Second Owner"
"6883",2017,725000,50000,"Diesel","Individual","Manual","First Owner"
"6884",2013,466000,95500,"Diesel","Individual","Manual","Second Owner"
"6885",2017,370000,40000,"Petrol","Individual","Manual","Second Owner"
"6886",2007,150000,70000,"Petrol","Individual","Manual","Third Owner"
"6887",2017,483000,15000,"Petrol","Individual","Manual","First Owner"
"6888",2016,470000,10000,"Petrol","Individual","Manual","First Owner"
"6889",2018,950000,25000,"Diesel","Individual","Manual","First Owner"
"6890",2013,450000,50000,"Petrol","Individual","Manual","Third Owner"
"6891",2011,345000,70000,"Petrol","Individual","Manual","First Owner"
"6892",2009,300000,60000,"Petrol","Individual","Manual","First Owner"
"6893",2007,160000,74800,"Petrol","Individual","Manual","Second Owner"
"6894",2004,120000,80000,"Petrol","Individual","Manual","Second Owner"
"6895",2020,500000,40000,"Petrol","Individual","Manual","First Owner"
"6896",2018,1350000,40000,"Diesel","Individual","Manual","First Owner"
"6897",2017,455000,50000,"Diesel","Individual","Manual","First Owner"
"6898",2013,165000,45000,"Petrol","Individual","Manual","Second Owner"
"6899",2016,470000,23700,"Petrol","Individual","Manual","First Owner"
"6900",2016,470000,23700,"Petrol","Individual","Manual","First Owner"
"6901",2019,1520000,10000,"Petrol","Individual","Manual","First Owner"
"6902",2014,229999,53473,"Petrol","Individual","Manual","First Owner"
"6903",2011,250000,100000,"Diesel","Individual","Manual","Second Owner"
"6904",2016,1350000,25000,"Diesel","Individual","Manual","First Owner"
"6905",2013,220000,80000,"Petrol","Individual","Manual","First Owner"
"6906",2015,360000,120000,"Diesel","Individual","Manual","First Owner"
"6907",2018,350000,40000,"Petrol","Individual","Manual","First Owner"
"6908",2012,500000,70000,"Diesel","Individual","Manual","First Owner"
"6909",2013,145000,90000,"Diesel","Individual","Manual","Third Owner"
"6910",2014,300000,51000,"Petrol","Individual","Manual","First Owner"
"6911",2010,180000,87000,"Diesel","Individual","Manual","First Owner"
"6912",2009,180000,87000,"Petrol","Individual","Manual","Second Owner"
"6913",2006,200000,120000,"Diesel","Individual","Manual","Second Owner"
"6914",2013,530000,40000,"Diesel","Individual","Manual","First Owner"
"6915",2014,620000,90000,"Diesel","Individual","Manual","Second Owner"
"6916",2015,360000,110000,"Petrol","Individual","Manual","Third Owner"
"6917",2010,245000,86000,"Petrol","Individual","Manual","Second Owner"
"6918",2009,370000,120000,"Diesel","Individual","Manual","First Owner"
"6919",2003,130000,80000,"Petrol","Individual","Manual","Third Owner"
"6920",1999,70000,65000,"Petrol","Individual","Manual","Fourth & Above Owner"
"6921",1999,70000,70000,"Petrol","Individual","Manual","Fourth & Above Owner"
"6922",2014,650000,140000,"Diesel","Individual","Manual","Second Owner"
"6923",2019,610000,18000,"Petrol","Individual","Manual","First Owner"
"6924",2015,300000,24000,"Petrol","Individual","Manual","First Owner"
"6925",2014,425000,60000,"Diesel","Individual","Manual","First Owner"
"6926",2012,450000,150000,"Diesel","Individual","Manual","Third Owner"
"6927",2011,450000,108000,"Diesel","Individual","Manual","First Owner"
"6928",2011,340000,60000,"Petrol","Individual","Automatic","Third Owner"
"6929",2013,650000,90000,"Diesel","Individual","Manual","First Owner"
"6930",2009,160000,70000,"Diesel","Individual","Manual","First Owner"
"6931",2014,250000,120000,"Diesel","Individual","Manual","First Owner"
"6932",2012,225000,100000,"Diesel","Individual","Manual","Third Owner"
"6933",2007,55000,75958,"Diesel","Individual","Manual","Second Owner"
"6934",1996,42000,70000,"Petrol","Individual","Manual","Third Owner"
"6935",2012,250000,100000,"Diesel","Individual","Manual","Second Owner"
"6936",2006,282000,128000,"Diesel","Individual","Manual","Fourth & Above Owner"
"6937",2007,80000,110000,"Diesel","Individual","Manual","Third Owner"
"6938",2016,500000,40000,"Petrol","Individual","Manual","First Owner"
"6939",2016,500000,70000,"Diesel","Individual","Manual","First Owner"
"6940",2011,400000,60000,"Diesel","Individual","Manual","First Owner"
"6941",2013,550000,90000,"Diesel","Individual","Manual","First Owner"
"6942",2007,200000,70000,"Diesel","Individual","Manual","Second Owner"
"6943",2012,280000,65000,"Petrol","Individual","Manual","First Owner"
"6944",2014,580000,88000,"Diesel","Individual","Manual","First Owner"
"6945",2009,100000,80000,"Diesel","Individual","Manual","Third Owner"
"6946",2014,550000,60000,"Diesel","Individual","Manual","First Owner"
"6947",2017,700000,38000,"Diesel","Individual","Manual","First Owner"
"6948",2010,150000,80000,"Petrol","Individual","Manual","Third Owner"
"6949",2014,190000,60000,"Petrol","Individual","Manual","Second Owner"
"6950",2013,500000,110000,"Diesel","Individual","Manual","First Owner"
"6951",2017,640000,110000,"Diesel","Individual","Manual","First Owner"
"6952",2011,340000,145000,"Diesel","Individual","Manual","First Owner"
"6953",2019,811000,43000,"Diesel","Individual","Manual","First Owner"
"6954",2016,409999,120000,"Diesel","Individual","Manual","First Owner"
"6955",2007,220000,136000,"Petrol","Individual","Manual","Second Owner"
"6956",2013,170000,120000,"Diesel","Individual","Manual","Second Owner"
"6957",2018,700000,25000,"Petrol","Individual","Manual","First Owner"
"6958",2015,950000,80000,"Diesel","Individual","Manual","Second Owner"
"6959",2003,80000,40000,"Petrol","Individual","Manual","Second Owner"
"6960",2017,2711000,9000,"Diesel","Dealer","Automatic","First Owner"
"6961",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner"
"6962",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner"
"6963",2015,503000,110000,"Diesel","Individual","Manual","First Owner"
"6964",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner"
"6965",2016,2000000,68089,"Petrol","Trustmark Dealer","Automatic","First Owner"
"6966",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner"
"6967",2018,740000,38817,"Diesel","Dealer","Manual","First Owner"
"6968",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner"
"6969",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner"
"6970",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner"
"6971",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner"
"6972",2018,600000,69779,"Petrol","Dealer","Automatic","First Owner"
"6973",2017,450000,56290,"Diesel","Dealer","Manual","First Owner"
"6974",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner"
"6975",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner"
"6976",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner"
"6977",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner"
"6978",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner"
"6979",2014,420000,120000,"Diesel","Individual","Manual","Second Owner"
"6980",2018,899000,35000,"Diesel","Individual","Manual","First Owner"
"6981",2019,459999,35000,"Petrol","Individual","Manual","First Owner"
"6982",2008,150000,120000,"Diesel","Individual","Manual","Second Owner"
"6983",2017,350000,25000,"Petrol","Individual","Manual","First Owner"
"6984",2015,509999,100000,"Diesel","Individual","Manual","Second Owner"
"6985",2013,500000,120000,"Diesel","Individual","Manual","Third Owner"
"6986",2017,370000,35000,"Petrol","Individual","Manual","First Owner"
"6987",2013,240000,44000,"Petrol","Individual","Manual","Second Owner"
"6988",2015,530000,100000,"Diesel","Individual","Manual","Second Owner"
"6989",2015,1000000,133000,"Diesel","Individual","Manual","Second Owner"
"6990",2018,1600000,35000,"Diesel","Individual","Manual","Second Owner"
"6991",2014,350000,64000,"Petrol","Individual","Manual","First Owner"
"6992",2015,1100000,70000,"Diesel","Individual","Automatic","First Owner"
"6993",2011,220000,70000,"Petrol","Individual","Manual","First Owner"
"6994",2015,350000,100000,"Petrol","Individual","Manual","First Owner"
"6995",2013,370000,90000,"Diesel","Individual","Manual","Second Owner"
"6996",2014,220000,50000,"Petrol","Individual","Manual","First Owner"
"6997",2013,200000,80000,"Diesel","Individual","Manual","First Owner"
"6998",2017,400000,50000,"Diesel","Individual","Manual","First Owner"
"6999",2009,150000,55000,"Petrol","Individual","Manual","First Owner"
"7000",2020,1500000,40000,"Petrol","Individual","Automatic","First Owner"
"7001",2011,130000,70000,"Petrol","Individual","Manual","Second Owner"
"7002",2013,185000,80000,"Petrol","Individual","Manual","Second Owner"
"7003",2010,110000,80000,"Petrol","Individual","Manual","Second Owner"
"7004",2012,450000,120000,"Diesel","Individual","Manual","First Owner"
"7005",2018,500000,20000,"Petrol","Individual","Manual","Second Owner"
"7006",2017,570000,31596,"Petrol","Dealer","Manual","First Owner"
"7007",2013,650000,85710,"Diesel","Dealer","Manual","First Owner"
"7008",2012,1680000,129627,"Diesel","Dealer","Manual","First Owner"
"7009",2018,250000,10000,"Petrol","Individual","Manual","First Owner"
"7010",2014,320000,15000,"Petrol","Individual","Manual","First Owner"
"7011",2017,440000,35000,"Petrol","Individual","Automatic","First Owner"
"7012",2013,315000,49000,"Petrol","Individual","Manual","Second Owner"
"7013",2007,100000,70000,"Petrol","Individual","Manual","Third Owner"
"7014",2010,202999,158000,"Diesel","Individual","Manual","First Owner"
"7015",2012,179000,30000,"Petrol","Individual","Manual","Second Owner"
"7016",2008,140000,60000,"Petrol","Individual","Manual","Second Owner"
"7017",2008,150000,40000,"Petrol","Individual","Manual","Second Owner"
"7018",2011,440000,60000,"Diesel","Individual","Manual","Second Owner"
"7019",2011,250000,55130,"Diesel","Dealer","Manual","Second Owner"
"7020",2014,330000,22000,"Petrol","Individual","Manual","First Owner"
"7021",2010,250000,48000,"Petrol","Individual","Manual","First Owner"
"7022",2012,335000,45000,"Petrol","Individual","Manual","First Owner"
"7023",2016,1025000,22522,"Diesel","Dealer","Manual","First Owner"
"7024",2012,320000,51856,"Petrol","Dealer","Manual","Third Owner"
"7025",2015,550000,29434,"Petrol","Individual","Manual","First Owner"
"7026",2018,800000,25000,"Diesel","Individual","Manual","First Owner"
"7027",2017,380000,28000,"Petrol","Individual","Manual","Second Owner"
"7028",2013,400000,44500,"Diesel","Individual","Manual","Second Owner"
"7029",2016,375000,34500,"Petrol","Individual","Manual","First Owner"
"7030",2017,1100000,20000,"Petrol","Individual","Automatic","First Owner"
"7031",2018,650000,15000,"Petrol","Individual","Manual","First Owner"
"7032",2014,361000,26000,"Petrol","Individual","Automatic","First Owner"
"7033",2012,140000,20000,"Petrol","Individual","Manual","First Owner"
"7034",2019,550000,3000,"Petrol","Individual","Manual","First Owner"
"7035",2019,670000,20000,"Petrol","Individual","Manual","First Owner"
"7036",2017,880000,25000,"Diesel","Individual","Manual","First Owner"
"7037",2018,950000,35000,"Diesel","Individual","Manual","First Owner"
"7038",2010,300000,60000,"Diesel","Individual","Manual","First Owner"
"7039",2017,1150000,6825,"Petrol","Individual","Automatic","First Owner"
"7040",2015,450000,155000,"Diesel","Individual","Automatic","First Owner"
"7041",2018,375000,50000,"CNG","Individual","Manual","First Owner"
"7042",2016,600000,13500,"Petrol","Individual","Manual","First Owner"
"7043",2008,700000,260000,"Diesel","Individual","Manual","First Owner"
"7044",2018,600000,65000,"Diesel","Individual","Manual","First Owner"
"7045",2014,630000,95000,"Diesel","Individual","Manual","Second Owner"
"7046",2016,590000,40000,"Petrol","Individual","Manual","Second Owner"
"7047",2019,420000,30000,"Petrol","Individual","Manual","First Owner"
"7048",2016,1950000,120000,"Diesel","Individual","Manual","First Owner"
"7049",2013,541000,112011,"Diesel","Individual","Manual","First Owner"
"7050",2015,900000,125000,"Diesel","Individual","Manual","First Owner"
"7051",2015,900000,125000,"Diesel","Individual","Manual","First Owner"
"7052",2009,250000,43000,"Diesel","Individual","Manual","First Owner"
"7053",2019,670000,53534,"Diesel","Individual","Manual","First Owner"
"7054",2019,530000,20000,"Petrol","Individual","Manual","First Owner"
"7055",2012,150000,70000,"Diesel","Individual","Manual","Second Owner"
"7056",2013,550000,70000,"Diesel","Individual","Manual","Third Owner"
"7057",2015,650000,150000,"Diesel","Individual","Manual","First Owner"
"7058",2012,180000,100000,"Diesel","Individual","Manual","Second Owner"
"7059",2015,585000,50000,"Diesel","Individual","Manual","First Owner"
"7060",2013,345000,120000,"Petrol","Individual","Manual","Second Owner"
"7061",2013,350000,110000,"Diesel","Individual","Manual","Third Owner"
"7062",2016,725000,140000,"Petrol","Individual","Manual","First Owner"
"7063",2012,250000,120000,"Diesel","Individual","Manual","First Owner"
"7064",2002,45000,70000,"Petrol","Individual","Manual","Second Owner"
"7065",2007,409999,248119,"Diesel","Individual","Manual","Fourth & Above Owner"
"7066",2017,325000,16500,"Petrol","Individual","Manual","Second Owner"
"7067",2016,350000,9900,"Petrol","Individual","Manual","First Owner"
"7068",2012,180000,80000,"Petrol","Individual","Manual","Third Owner"
"7069",2010,150000,100000,"Petrol","Individual","Manual","Second Owner"
"7070",2020,700000,20000,"Petrol","Individual","Manual","First Owner"
"7071",2016,795000,90000,"Diesel","Individual","Manual","First Owner"
"7072",2019,950000,15000,"Diesel","Individual","Manual","First Owner"
"7073",2018,885000,75000,"Diesel","Individual","Automatic","First Owner"
"7074",2011,160000,140000,"Diesel","Individual","Manual","First Owner"
"7075",2012,300000,120000,"Diesel","Individual","Manual","Second Owner"
"7076",2018,950000,75000,"Diesel","Individual","Automatic","First Owner"
"7077",2015,549000,90000,"Diesel","Individual","Manual","First Owner"
"7078",2018,3000000,20000,"Diesel","Individual","Automatic","First Owner"
"7079",2015,1200000,61000,"Diesel","Individual","Manual","First Owner"
"7080",2012,570000,100000,"Diesel","Individual","Manual","Second Owner"
"7081",2017,800000,60000,"Diesel","Individual","Manual","Second Owner"
"7082",2009,375000,100000,"Diesel","Individual","Manual","First Owner"
"7083",2009,300000,170000,"Diesel","Individual","Manual","Third Owner"
"7084",2013,350000,100000,"Petrol","Individual","Manual","Second Owner"
"7085",2011,400000,120000,"Diesel","Individual","Manual","Second Owner"
"7086",2015,434999,50000,"Diesel","Individual","Manual","First Owner"
"7087",2012,200000,120000,"Petrol","Individual","Manual","Second Owner"
"7088",2015,260000,25000,"Petrol","Individual","Manual","First Owner"
"7089",2013,450000,24019,"Diesel","Individual","Manual","First Owner"
"7090",2013,459999,80000,"Diesel","Individual","Manual","Second Owner"
"7091",2011,210000,100000,"Diesel","Individual","Manual","Second Owner"
"7092",2015,540000,93000,"Petrol","Individual","Manual","Second Owner"
"7093",2017,710000,50000,"Diesel","Individual","Manual","First Owner"
"7094",2018,285000,22000,"Petrol","Individual","Manual","First Owner"
"7095",2019,990000,19600,"Diesel","Individual","Manual","First Owner"
"7096",2017,362000,104000,"Petrol","Individual","Manual","First Owner"
